stop_id,name,district,ridership,dispatch_interval,dispatch_half,cai_normalized,lat,lon,pm25,pm10,o3,no2,so2,co,pm25_index,pm10_index,o3_index,no2_index,so2_index,co_index,cai,cai_grade,main_pollutant,priority_v1,priority_v2,pollution_exposure,priority_v4
100000001,종로2가사거리(00032),종로구,175792,15.0,7.5,0.6741,37.569808,126.987752,19.1508,30.682,0.0336,0.0187,0.0028,0.4026,60.4,50.7,53.0,31.1,7.1,10.1,60.4,보통,초미세먼지,0.3644272536931552,0.29932606572491793,0.011174720881918388,0.36231270443178626
100000002,창경궁.서울대학교병원(00026),종로구,929152,10.6111111111111,5.30555555555555,0.7037,37.579433,126.996522,19.3356,31.6841,0.0335,0.0189,0.0028,0.4082,60.8,51.7,52.9,31.5,7.0,10.2,60.8,보통,초미세먼지,0.4008806873824861,0.3809969569996552,0.04361904563975463,0.42800126930342786
100000003,명륜3가.성대입구(00025),종로구,1463867,10.6111111111111,5.30555555555555,0.6741,37.582581,126.998251,19.1536,31.6759,0.0334,0.0187,0.0028,0.4097,60.4,51.7,52.8,31.1,7.0,10.2,60.4,보통,초미세먼지,0.43582702833322345,0.4393423943516871,0.06582771812080483,0.46993687844431264
100000004,종로2가.삼일교(00029),종로구,301642,12.1666666666666,6.08333333333333,0.6741,37.56857927,126.9876131,19.1479,30.5826,0.0337,0.0187,0.0029,0.4017,60.4,50.6,53.1,31.1,7.1,10.0,60.4,보통,초미세먼지,0.351365612807516,0.3009836043964592,0.015552841262353276,0.3608054020356859
100000005,혜화동로터리.여운형활동터(00024),종로구,664591,10.7647058823529,5.38235294117647,0.6296,37.586243,127.001744,18.9101,31.6732,0.0332,0.0184,0.0028,0.4121,59.8,51.7,52.6,30.6,7.0,10.3,59.8,보통,초미세먼지,0.35529226240522255,0.32627717356426084,0.02831916706155579,0.3725271854745024
100000006,경기상고(00013),종로구,175831,12.75,6.375,0.4444,37.58755022,126.9693635,17.9343,30.393,0.0336,0.0168,0.003,0.4381,57.3,50.4,53.0,28.0,7.6,11.0,57.3,보통,초미세먼지,0.26913731302073424,0.21919208064221252,0.0062641450708491005,0.25921477562488116
100000007,신교동(00014),종로구,488558,11.8571428571428,5.92857142857142,0.4963,37.58329552,126.9702627,18.2194,30.4523,0.0336,0.0173,0.003,0.4275,58.0,50.5,53.0,28.8,7.4,10.7,58.0,보통,초미세먼지,0.30519536174393586,0.26960521192807324,0.01807490027926173,0.3069487198070089
100000008,경기상고(00035),종로구,65016,13.8,6.9,0.4519,37.58719079,126.9697701,17.9732,30.4167,0.0336,0.0168,0.003,0.4366,57.4,50.4,53.0,28.1,7.6,10.9,57.4,보통,초미세먼지,0.2710672986997575,0.2127305776792658,0.002548790231014538,0.256280758439709
100000009,경복고교(00021),종로구,142593,10.6666666666666,5.33333333333333,0.4815,37.58516,126.970884,18.1364,30.4773,0.0336,0.0171,0.003,0.4304,57.8,50.5,53.0,28.5,7.5,10.8,57.8,보통,초미세먼지,0.2613356807522887,0.21570722483213678,0.004604104922600844,0.26026948356941315
100000010,청운중학교(00020),종로구,23235,10.6666666666666,5.33333333333333,0.4741,37.587809,126.972673,18.076,30.5449,0.0335,0.017,0.003,0.432,57.7,50.5,52.9,28.4,7.5,10.8,57.7,보통,초미세먼지,0.24886127147209317,0.1984770923933249,0.0007386799313273406,0.24530019243317852
100000011,자하문고개.윤동주문학관(00019),종로구,206887,10.6666666666666,5.33333333333333,0.3852,37.59218662,126.9671262,17.611,30.2,0.0338,0.0162,0.0031,0.4509,56.5,50.2,53.1,27.1,7.8,11.3,56.5,보통,초미세먼지,0.23462640788019395,0.1949025747832539,0.005344046089904113,0.22821835612289942
100000012,자하문고개.윤동주문학관(00035),종로구,27185,10.6666666666666,5.33333333333333,0.3852,37.59233532,126.9671907,17.6093,30.2033,0.0338,0.0162,0.0031,0.4509,56.5,50.2,53.1,27.1,7.8,11.3,56.5,보통,초미세먼지,0.21956275354203134,0.17230709327600996,0.0007022089012554839,0.2101419709171043
100000013,청운중학교(00034),종로구,40879,10.6666666666666,5.33333333333333,0.4667,37.588421,126.972266,18.0286,30.524,0.0335,0.0169,0.003,0.4337,57.6,50.5,53.0,28.2,7.5,10.8,57.6,보통,초미세먼지,0.24787115714485827,0.198473402383954,0.0012793060748211291,0.24411205524049662
100000014,경복고교(00033),종로구,92405,10.6666666666666,5.33333333333333,0.4889,37.585067,126.971404,18.1643,30.4971,0.0336,0.0172,0.003,0.4294,57.9,50.5,53.0,28.6,7.4,10.7,57.9,보통,초미세먼지,0.25959776997807144,0.21161887718932942,0.0030295146449214466,0.2581839906403524
100000015,통인시장종로구보건소(00015),종로구,412526,11.8571428571428,5.92857142857142,0.5407,37.5803257,126.97105,18.4345,30.4201,0.0336,0.0176,0.0029,0.4197,58.6,50.4,53.0,29.3,7.4,10.5,58.6,보통,초미세먼지,0.3136367373836766,0.2733783864987953,0.016628733147863135,0.3170783705746977
100000016,통인시장종로구보건소(00031),종로구,198987,10.8571428571428,5.42857142857142,0.5407,37.58051321,126.9713851,18.4348,30.4327,0.0336,0.0176,0.0029,0.4197,58.6,50.4,53.0,29.3,7.4,10.5,58.6,보통,초미세먼지,0.2874033379202116,0.24152828730359796,0.007344598212398381,0.29059829121853975
100000017,효자동(00032),종로구,130394,10.8571428571428,5.42857142857142,0.5037,37.58309104,126.970621,18.2468,30.462,0.0336,0.0173,0.003,0.4265,58.1,50.5,53.0,28.8,7.4,10.7,58.1,보통,초미세먼지,0.26930779946268674,0.22179238702471807,0.00448318849169043,0.2688836450695099
100000018,사직단.어린이도서관(00017),종로구,393641,11.5714285714285,5.78571428571428,0.5852,37.57513553,126.9679907,18.6637,30.1611,0.0337,0.018,0.0029,0.411,59.2,50.2,53.1,29.9,7.3,10.3,59.2,보통,초미세먼지,0.32448755059061785,0.2829085745631754,0.016757889496661474,0.33152791785159863
100000019,경복궁역1번출구(00016),종로구,1156136,13.5714285714285,6.78571428571428,0.5926,37.576162,126.971415,18.7083,30.2012,0.0337,0.018,0.0029,0.4099,59.3,50.2,53.1,30.0,7.3,10.2,59.3,보통,초미세먼지,0.40754006580962443,0.3910058659102039,0.05845604148635727,0.4211909361144065
100000020,경복궁역2번출구(00006),종로구,556169,11.625,5.8125,0.5852,37.57704014,126.9721994,18.6759,30.2698,0.0337,0.018,0.0029,0.4112,59.2,50.3,53.1,30.0,7.3,10.3,59.2,보통,초미세먼지,0.33855801012593617,0.3036124781518671,0.023786566449773155,0.34814461215112336
100000021,경복궁역3번출구(00030),종로구,1400499,10.8571428571428,5.42857142857142,0.5778,37.57767139,126.9722829,18.6395,30.3134,0.0337,0.0179,0.0029,0.4126,59.1,50.3,53.1,29.9,7.3,10.3,59.1,보통,초미세먼지,0.40046665753285354,0.40371585931515347,0.055232904747857914,0.42627427475371016
100000022,경복궁(00030),종로구,406044,14.2222222222222,7.11111111111111,0.6222,37.57557679,126.9787471,18.8853,30.3091,0.0337,0.0183,0.0029,0.4056,59.7,50.3,53.1,30.5,7.2,10.1,59.7,보통,초미세먼지,0.3599628674295537,0.3088331900332194,0.022590444138704018,0.36084432980435344
100000023,광화문역2번출구.KT광화문지사(00013),종로구,1823771,12.5833333333333,6.29166666666666,0.6519,37.57232093,126.9774163,19.022,29.8545,0.0339,0.0185,0.0029,0.3999,60.1,49.8,53.3,30.8,7.3,10.0,60.1,보통,초미세먼지,0.47502402766068946,0.4877906711206639,0.0940488749679781,0.5071121665261609
100000025,광화문역6번출구(00033),종로구,362334,13.6,6.8,0.6667,37.57004483,126.9764072,19.12,29.4939,0.0341,0.0186,0.0029,0.3958,60.3,49.2,53.4,31.0,7.3,9.9,60.3,보통,초미세먼지,0.3659284736697881,0.3135593771713488,0.020653584317678116,0.3711141684037457
100000028,서울역사박물관.강북삼성병원(00036),종로구,352792,13.0,6.5,0.6519,37.570023,126.971248,19.0536,29.571,0.0341,0.0185,0.0029,0.3976,60.1,49.3,53.4,30.9,7.3,9.9,60.1,보통,초미세먼지,0.35519033678959006,0.3049151348140146,0.018795318026547082,0.36122840414750806
100000029,새문안교회(00044),종로구,67129,11.0,5.5,0.6593,37.57033689,126.9728386,19.0733,29.5468,0.0341,0.0186,0.0029,0.3971,60.2,49.2,53.4,30.9,7.3,9.9,60.2,보통,초미세먼지,0.3170468916383921,0.2612184856057363,0.003060538134656024,0.3254562699660706
100000030,광화문역7번출구(00036),종로구,68291,22.5,11.25,0.6667,37.570365,126.975837,19.1047,29.5279,0.0341,0.0186,0.0029,0.3963,60.3,49.2,53.4,31.0,7.3,9.9,60.3,보통,초미세먼지,0.41544676629189015,0.32108681610450185,0.006440112078376402,0.3860361195502681
100000031,세종문화회관(00007),종로구,720944,13.25,6.625,0.637,37.573648,126.976997,18.9562,30.0145,0.0338,0.0184,0.0029,0.4023,59.9,50.0,53.2,30.7,7.3,10.1,59.9,보통,초미세먼지,0.3831960148266697,0.3480116148325971,0.03825786999653083,0.3935852177920036
100000032,서울경찰청.경복궁역(00029),종로구,538073,13.25,6.625,0.5926,37.57574466,126.9714843,18.7362,30.1678,0.0337,0.0181,0.0029,0.409,59.3,50.2,53.1,30.1,7.3,10.2,59.3,보통,초미세먼지,0.35305190188231733,0.31168433430495757,0.026561462932892806,0.35741228225878086
100000033,사직단(00028),종로구,221946,13.25,6.625,0.5852,37.57485535,126.968189,18.6885,30.1389,0.0337,0.018,0.0029,0.4101,59.2,50.1,53.1,30.0,7.3,10.3,59.2,보통,초미세먼지,0.32408318424458593,0.26971273932984174,0.010819201709531108,0.32264982109350315
100000034,광화문역6번출구.광화문빌딩(00039),종로구,75093,23.6666666666666,11.8333333333333,0.6741,37.56950355,126.9768637,19.1416,29.4308,0.0341,0.0187,0.0029,0.395,60.4,49.1,53.4,31.1,7.3,9.9,60.4,보통,초미세먼지,0.4282083070458114,0.3299976457539029,0.007531524045867157,0.3955166351216408
100000035,덕성여중고(00034),종로구,503107,14.6,7.3,0.6296,37.575768,126.981972,18.9255,30.5253,0.0336,0.0184,0.0029,0.406,59.8,50.5,53.0,30.6,7.2,10.2,59.8,보통,초미세먼지,0.3737165298346404,0.32514886882603466,0.029076161148888117,0.37545983580156855
100000036,안국역.서울공예박물관(00014),종로구,337409,15.6,7.8,0.637,37.57606956,126.9839958,18.9553,30.7039,0.0336,0.0184,0.0029,0.4066,59.9,50.7,53.0,30.7,7.1,10.2,59.9,보통,초미세먼지,0.37062924038943174,0.31153645317674017,0.021080681079721445,0.36675508846731814
100000037,국민은행세검정지점(00021),종로구,135426,12.0,6.0,0.3037,37.60466298,126.960888,17.1403,30.2569,0.0335,0.0156,0.0031,0.4569,55.4,50.3,52.9,26.0,7.8,11.4,55.4,보통,초미세먼지,0.21258675347735512,0.16813938947529194,0.003102930724139612,0.19510410417282614
100000038,세검정초등학교(00009),종로구,460457,9.14285714285714,4.57142857142857,0.3037,37.60250228,126.9612198,17.1722,30.1181,0.0336,0.0156,0.0032,0.4607,55.4,50.1,53.0,26.0,7.9,11.5,55.4,보통,초미세먼지,0.21602319595194241,0.1947226246157443,0.008038218292162525,0.21351354942804518
100000039,세검정.상명대(00018),종로구,169414,8.33333333333333,4.16666666666666,0.2889,37.600477,126.958292,17.0767,29.8076,0.034,0.0154,0.0032,0.4714,55.2,49.7,53.3,25.6,8.1,11.8,55.2,보통,초미세먼지,0.1799419957965859,0.1496352159171011,0.0025641154961942593,0.1742637282892365
100000040,상명대입구.석파랑(00019),종로구,64916,11.3333333333333,5.66666666666666,0.2889,37.59941335,126.9585702,17.0901,29.7343,0.0341,0.0154,0.0033,0.4735,55.2,49.6,53.4,25.6,8.2,11.8,55.2,보통,초미세먼지,0.19618237291520826,0.15149578159503468,0.0013362230117303611,0.17875218083158337
100000041,하림각(00011),종로구,253574,12.25,6.125,0.3111,37.59813307,126.9617068,17.2182,29.877,0.034,0.0156,0.0032,0.4672,55.5,49.8,53.3,26.0,8.1,11.7,55.5,보통,초미세먼지,0.2270430669373457,0.18646737818379622,0.0060756818798382,0.21120168032481482
100000042,자하문터널입구.석파정(00012),종로구,265634,11.8571428571428,5.92857142857142,0.3333,37.59559351,126.9636435,17.3371,29.9458,0.0339,0.0158,0.0032,0.4632,55.8,49.9,53.3,26.3,8.0,11.6,55.8,보통,초미세먼지,0.23218760332645935,0.19268616689445106,0.006600565634583704,0.21933940970603702
100000043,부암동주민센터.무계원(00018),종로구,176288,10.6666666666666,5.33333333333333,0.3556,37.59276708,126.9642222,17.4317,29.979,0.0339,0.0159,0.0032,0.4604,56.1,50.0,53.3,26.5,8.0,11.5,56.1,보통,초미세먼지,0.22218488064624733,0.18216620985825993,0.004203370165714468,0.21328852344216354
100000044,부암동주민센터.무계원(00036),종로구,75784,10.6666666666666,5.33333333333333,0.363,37.59278617,126.9651419,17.4822,30.0513,0.0339,0.016,0.0032,0.4575,56.2,50.1,53.2,26.7,7.9,11.4,56.2,보통,초미세먼지,0.21622919359976275,0.1717511978070515,0.0018446214465447119,0.20614169898638202
100000045,자하문터널입구.석파정(00036),종로구,123008,12.625,6.3125,0.3407,37.59555757,126.9639776,17.3548,29.9719,0.0339,0.0158,0.0032,0.4622,55.9,50.0,53.3,26.3,8.0,11.6,55.9,보통,초미세먼지,0.22909981770019017,0.18081407840213712,0.003326806194994652,0.2117947812402282
100000046,하림각(00037),종로구,136861,12.625,6.3125,0.3185,37.59814765,126.9622153,17.2405,29.9157,0.0339,0.0156,0.0032,0.4657,55.6,49.9,53.3,26.0,8.0,11.6,55.6,보통,초미세먼지,0.22285364836217866,0.17588926883956424,0.0034600667496504337,0.2042993780346144
100000047,상명대입구.세검정교회(00039),종로구,74875,11.4,5.7,0.2963,37.59961633,126.9592406,17.1132,29.7943,0.034,0.0154,0.0033,0.4713,55.3,49.7,53.3,25.7,8.1,11.8,55.3,보통,초미세먼지,0.2000418848848776,0.15530356806805712,0.0015900347058150788,0.18305026186185314
100000048,세검정.상명대(00031),종로구,154089,8.5,4.25,0.2963,37.6006471,126.9591558,17.1059,29.8711,0.0339,0.0154,0.0032,0.4691,55.3,49.8,53.3,25.7,8.1,11.7,55.3,보통,초미세먼지,0.18251539091936733,0.15076382711979178,0.002439807036484066,0.17651846910324084
100000049,세검정초등학교(00032),종로구,367051,10.25,5.125,0.3111,37.60226807,126.9614329,17.1823,30.1119,0.0337,0.0156,0.0032,0.4607,55.5,50.1,53.1,26.0,7.9,11.5,55.5,보통,초미세먼지,0.2198886945319097,0.19073581957564226,0.00735875752863481,0.21261643343829165
100000051,국민은행세검정지점(00033),종로구,130665,12.0,6.0,0.3037,37.604846,126.961195,17.1511,30.2789,0.0334,0.0156,0.0031,0.456,55.4,50.3,52.9,26.0,7.8,11.4,55.4,보통,초미세먼지,0.21218765909719242,0.16754074790504792,0.002993844926895148,0.19462519091663094
100000053,승가사입구(00031),종로구,24145,11.0,5.5,0.2444,37.61158441,126.956306,16.8375,30.6618,0.0328,0.0154,0.003,0.4485,54.6,50.7,52.3,25.6,7.5,11.2,54.6,보통,초미세먼지,0.1751721208028485,0.13136929231538375,0.0004081678186978755,0.15520654496341818
100000054,구기동현대빌라(00032),종로구,78213,11.0,5.5,0.2519,37.6100355,126.9564576,16.8617,30.5761,0.0329,0.0154,0.003,0.4509,54.7,50.6,52.4,25.6,7.6,11.3,54.7,보통,초미세먼지,0.1821735470793011,0.1403899502485812,0.0013622457834042761,0.1636082564951613
100000055,구기터널.삼성출판박물관(00056),종로구,187871,12.6666666666666,6.33333333333333,0.2519,37.60860989,126.9562103,16.8695,30.4853,0.033,0.0154,0.003,0.4536,54.7,50.5,52.5,25.6,7.6,11.3,54.7,보통,초미세먼지,0.2052545997026739,0.16251152918364042,0.0037679569457801116,0.18297218630987538
100000056,구기터널.삼성출판박물관(00019),종로구,90309,13.0,6.5,0.2519,37.6083054,126.9564167,16.886,30.4626,0.033,0.0154,0.0031,0.4541,54.7,50.5,52.5,25.6,7.6,11.4,54.7,보통,초미세먼지,0.19985416997836594,0.15191088459717844,0.0018589094208878762,0.1748250039740391
100000057,구기동(00007),종로구,384499,12.6,6.3,0.2741,37.60696445,126.9585298,17.0117,30.3728,0.0332,0.0155,0.0031,0.4551,55.0,50.4,52.7,25.8,7.7,11.4,55.0,보통,초미세먼지,0.22858894048177328,0.19356859590784506,0.008347807189717539,0.21130672857812793
100000058,구기동(00004),종로구,179188,12.6,6.3,0.2815,37.6070088,126.9591017,17.0372,30.3828,0.0332,0.0155,0.0031,0.4544,55.1,50.4,52.7,25.9,7.7,11.4,55.1,보통,초미세먼지,0.2138477283981727,0.1699752963009627,0.00399547106255589,0.19361727407780724
100000059,승가사입구(00029),종로구,5778,11.0,5.5,0.2444,37.61148,126.956482,16.8487,30.6549,0.0328,0.0154,0.003,0.4485,54.6,50.7,52.3,25.6,7.5,11.2,54.6,보통,초미세먼지,0.1736324933127313,0.129059851080208,9.76762748575823e-05,0.15335899197527758
100000060,갑을씨티텔앞(00008),종로구,97265,9.2,4.6,0.3185,37.60437097,126.963535,17.2514,30.3286,0.0335,0.0158,0.0031,0.4531,55.6,50.3,52.9,26.3,7.7,11.3,55.6,보통,초미세먼지,0.19099281742814775,0.1537855224385179,0.0017919166292221728,0.1831913809137773
100000061,평창파출소(00007),종로구,415524,9.2,4.6,0.3407,37.60532237,126.9660433,17.3466,30.4609,0.0334,0.0159,0.003,0.4477,55.9,50.5,52.8,26.5,7.6,11.2,55.9,보통,초미세먼지,0.22507852316283747,0.20046963659610806,0.008189298430751286,0.22409422779540494
100000062,평창동주민센터(00006),종로구,432578,14.3333333333333,7.16666666666666,0.363,37.60660737,126.9695663,17.4735,30.612,0.0333,0.0161,0.003,0.4412,56.2,50.6,52.7,26.8,7.5,11.0,56.2,보통,초미세먼지,0.2766932726326885,0.2349473163564402,0.014148572840427639,0.26036526049255965
100000063,일성아파트(00005),종로구,163340,14.3333333333333,7.16666666666666,0.3778,37.608873,126.972925,17.5702,30.7449,0.0332,0.0162,0.0029,0.4354,56.4,50.7,52.7,27.0,7.4,10.9,56.4,보통,초미세먼지,0.25906246784060144,0.20553814620534672,0.005560512917077211,0.23920829474205518
100000064,롯데아파트(00004),종로구,270470,14.3333333333333,7.16666666666666,0.3926,37.61039,126.976317,17.656,30.828,0.0332,0.0163,0.0029,0.4312,56.6,50.8,52.6,27.2,7.3,10.8,56.6,보통,초미세먼지,0.27298099169230033,0.223452969019932,0.009568571297226682,0.2559105233640938
100000065,롯데아파트(00038),종로구,85287,10.6666666666666,5.33333333333333,0.4,37.610248,126.976652,17.6663,30.8315,0.0332,0.0163,0.0029,0.431,56.7,50.8,52.6,27.2,7.3,10.8,56.7,보통,초미세먼지,0.22937146868324598,0.18405720302486894,0.0022877588675275745,0.2219124290865619
100000066,벽산평창힐스아파트(00037),종로구,44375,10.6666666666666,5.33333333333333,0.3778,37.60819,126.972797,17.5724,30.7291,0.0332,0.0162,0.0029,0.436,56.4,50.7,52.7,27.1,7.4,10.9,56.4,보통,초미세먼지,0.2185345823257828,0.17224631793311862,0.001124196403314764,0.20890816545760604
100000067,예능교회(00036),종로구,112938,10.6666666666666,5.33333333333333,0.363,37.606517,126.97,17.4904,30.6214,0.0333,0.0161,0.003,0.4407,56.2,50.6,52.7,26.9,7.5,11.0,56.2,보통,초미세먼지,0.219343655393622,0.17642289049784038,0.002748968871131989,0.20987905313901312
100000068,서울예술고등학교.평창동주민센터(00035),종로구,96532,10.6666666666666,5.33333333333333,0.3481,37.60577876,126.9676276,17.4062,30.5289,0.0333,0.016,0.003,0.4448,56.0,50.5,52.8,26.7,7.5,11.1,56.0,보통,초미세먼지,0.21303013858789624,0.16991557825221476,0.0022537348041423693,0.20230283297214224
100000069,화정박물관(00034),종로구,69176,11.2857142857142,5.64285714285714,0.3333,37.60450382,126.9648103,17.3029,30.3816,0.0334,0.0158,0.0031,0.4508,55.8,50.4,52.9,26.4,7.7,11.3,55.8,보통,초미세먼지,0.21095746001425053,0.16512666621185207,0.001636070209236128,0.19672038058852925
100000072,독립문역.서대문형무소역사관(00021),종로구,169730,15.3333333333333,7.66666666666666,0.5407,37.573395,126.959322,18.4216,30.3293,0.0336,0.0176,0.0029,0.4183,58.6,50.3,53.0,29.3,7.4,10.5,58.6,보통,초미세먼지,0.3222524353498352,0.26023050487660476,0.008847548948981453,0.3100362557531357
100000073,금화초등학교.서울시교육청(00011),종로구,273747,10.5,5.25,0.6296,37.567879,126.964867,18.9033,29.8746,0.0339,0.0183,0.0029,0.4018,59.8,49.8,53.2,30.6,7.3,10.0,59.8,보통,초미세먼지,0.3203235898988895,0.27580945892240827,0.011377910649968915,0.3318883078786674
100000075,독립문(00066),종로구,136893,9.0,4.5,0.5704,37.571342,126.96143,18.6179,30.2173,0.0337,0.0179,0.0029,0.4113,59.0,50.2,53.1,29.8,7.3,10.3,59.0,보통,초미세먼지,0.2765986147366911,0.2333238480309626,0.004417935809428538,0.28691833768402936
100000076,창덕궁.우리소리박물관(00033),종로구,547311,13.5,6.75,0.6519,37.57754057,126.9885394,19.0516,31.1432,0.0335,0.0185,0.0028,0.4081,60.1,51.1,52.9,30.9,7.1,10.2,60.1,보통,초미세먼지,0.3756627038836591,0.33187368545511814,0.030279977155807516,0.3832952446603909
100000077,서린동.SK서린빌딩(00030),종로구,92358,10.0,5.0,0.6667,37.569263,126.980095,19.1296,29.6076,0.0341,0.0186,0.0029,0.3962,60.3,49.3,53.4,31.1,7.3,9.9,60.3,보통,초미세먼지,0.313297533871679,0.2616129674741852,0.0038709891580617443,0.32595704064601483
100000078,청계1가.광교(00035),종로구,14760,11.0,5.5,0.6667,37.56868439,126.9849267,19.1161,30.1715,0.0338,0.0186,0.0029,0.3996,60.3,50.2,53.2,31.1,7.2,10.0,60.3,보통,초미세먼지,0.3151261569105652,0.2568559020325145,0.0006804974119219827,0.32315138829267825
100000079,청계2가.수표교(00033),종로구,18932,11.0,5.5,0.6889,37.568442,126.99082,19.2484,31.0521,0.0336,0.0188,0.0028,0.4037,60.6,51.1,53.0,31.4,7.1,10.1,60.6,보통,초미세먼지,0.3228832853333138,0.26404715022219283,0.0009019387693715368,0.33245994239997656
100000080,청계4가.세운교(00031),종로구,5554,11.0,5.5,0.7556,37.568927,126.996555,19.6062,31.718,0.0336,0.0192,0.0028,0.4055,61.5,51.7,53.0,32.1,7.0,10.1,61.5,보통,초미세먼지,0.343984086715835,0.2823650189626413,0.0002902041763272348,0.35778090405900204
100000081,청계5가.광장시장(00030),종로구,32837,11.0,5.5,0.8074,37.56945128,126.9997974,19.8643,31.9462,0.0338,0.0195,0.0028,0.4058,62.2,51.9,53.1,32.6,6.9,10.1,62.2,보통,초미세먼지,0.36355505518104553,0.30135110129008674,0.0018335281490257118,0.3812660662172546
100000102,원남동(00027),종로구,703110,10.8461538461538,5.42307692307692,0.7704,37.57453251,126.9973383,19.6875,31.8361,0.0337,0.0193,0.0028,0.4063,61.7,51.8,53.1,32.2,7.0,10.2,61.7,보통,초미세먼지,0.40611345962195067,0.3737499615126981,0.0369349316891416,0.43310538231557166
100000103,창덕궁.우리소리박물관(00032),종로구,738787,12.9,6.45,0.6593,37.577272,126.988954,19.0773,31.1709,0.0335,0.0186,0.0028,0.4079,60.2,51.2,52.9,30.9,7.1,10.2,60.2,보통,초미세먼지,0.38918245836624327,0.35517183569751287,0.03950061773986956,0.4025189500394919
100000104,안국역6번출구.인사동문화의거리(00017),종로구,1179954,11.8,5.9,0.637,37.57579898,126.9841344,18.9667,30.6971,0.0336,0.0184,0.0029,0.4063,59.9,50.7,53.0,30.7,7.1,10.2,59.9,보통,초미세먼지,0.4095895374980554,0.3984768988396757,0.05576355606923975,0.4325074449976665
100000105,조계사.종로경찰서(00033),종로구,546783,10.7142857142857,5.35714285714285,0.6519,37.57252231,126.9831556,19.04,30.3198,0.0337,0.0185,0.0029,0.4022,60.1,50.3,53.1,30.9,7.2,10.1,60.1,보통,초미세먼지,0.35240415817510184,0.3178787240351396,0.024008544094911415,0.36931356123869374
100000106,조계사.종로경찰서(00019),종로구,419131,10.5,5.25,0.6519,37.57248581,126.9828259,19.038,30.2816,0.0338,0.0185,0.0029,0.402,60.1,50.3,53.1,30.9,7.2,10.1,60.1,보통,초미세먼지,0.33991791966831536,0.30075650913210267,0.018035437446196102,0.35540150360197853
100000107,안국동사거리(00018),종로구,137904,10.6666666666666,5.33333333333333,0.637,37.57461057,126.9827201,18.9761,30.4834,0.0337,0.0184,0.0029,0.4046,59.9,50.5,53.1,30.7,7.2,10.1,59.9,보통,초미세먼지,0.3127944736777422,0.2617843031092059,0.005891270499435007,0.32202003507995736
100000108,효제동.김상옥의거터(00063),종로구,158634,11.2727272727272,5.63636363636363,0.8296,37.5745,127.00223,20.0109,32.0393,0.0339,0.0197,0.0028,0.406,62.5,52.0,53.2,32.8,6.9,10.1,62.5,보통,초미세먼지,0.3837802173220755,0.3251989455117329,0.009327134160265172,0.40417262442285434
100000109,종로5가.효제초등학교(00062),종로구,497185,9.8,4.9,0.8444,37.57287901,127.0021442,20.0791,32.0571,0.0339,0.0198,0.0028,0.4059,62.7,52.1,53.3,33.0,6.9,10.1,62.7,보통,초미세먼지,0.4048250520341339,0.36484868916231183,0.025867465011901736,0.43679006244096064
100000116,종로5가역6번출구(00034),종로구,268087,9.66666666666666,4.83333333333333,0.837,37.5705596,127.0021827,20.0597,32.0492,0.0339,0.0198,0.0028,0.4058,62.6,52.0,53.3,32.9,6.9,10.1,62.6,보통,초미세먼지,0.38204049419711156,0.33315333388825985,0.013637534655232446,0.4101152597032005
100000117,청계5가.마전교(00029),종로구,17697,11.0,5.5,0.837,37.56983511,127.0028494,20.0513,32.0496,0.0339,0.0197,0.0028,0.4058,62.6,52.0,53.2,32.9,6.9,10.1,62.6,보통,초미세먼지,0.37216247658548984,0.30833630747082724,0.001024414472269284,0.3915949719025878
100000118,동대문(00029),종로구,188555,15.75,7.875,0.837,37.57172624,127.0084126,20.048,32.0832,0.0339,0.0197,0.0028,0.4057,62.6,52.1,53.2,32.9,6.9,10.1,62.6,보통,초미세먼지,0.42606810935294065,0.3535697566220035,0.015627948832596553,0.43253173122352884
100000119,충신동(00028),종로구,159870,18.6666666666666,9.33333333333333,0.8444,37.57402235,127.0062788,20.0891,32.0763,0.0339,0.0198,0.0028,0.4058,62.7,52.1,53.3,33.0,6.9,10.1,62.7,보통,초미세먼지,0.45043825916612895,0.3667684998603045,0.015843222605948552,0.44719257766602144
100000121,충신동(00037),종로구,90724,20.5,10.25,0.837,37.57446028,127.0063434,20.0583,32.074,0.0339,0.0198,0.0028,0.4058,62.6,52.1,53.2,32.9,6.9,10.1,62.6,보통,초미세먼지,0.4574506860583189,0.3650186216800709,0.009787221567775993,0.4464408232699827
100000122,현대그룹빌딩(00026),종로구,231968,14.8571428571428,7.42857142857142,0.8,37.57591041,127.0008066,19.8372,31.9718,0.0338,0.0195,0.0028,0.4063,62.1,52.0,53.1,32.5,6.9,10.2,62.1,보통,초미세먼지,0.40992108129273613,0.3434530505105329,0.01733373124217792,0.41761958326556925
100000123,방송통신대.이화장(00064),종로구,750985,11.9473684210526,5.97368421052631,0.7704,37.578043,127.002437,19.6949,31.9609,0.0337,0.0193,0.0028,0.4067,61.7,52.0,53.0,32.2,6.9,10.2,61.7,보통,초미세먼지,0.41930340537061633,0.38527577082395564,0.04345520308147718,0.4434272443394765
100000124,혜화역2번출구.마로니에공원(00065),종로구,1058572,11.9473684210526,5.97368421052631,0.7111,37.58111949,127.0022769,19.367,31.8662,0.0334,0.0189,0.0028,0.4081,60.9,51.9,52.9,31.5,6.9,10.2,60.9,보통,초미세먼지,0.4253340289090852,0.40617355798351096,0.05654169419919637,0.45066399258563916
