표준버스정류장ID,역명,자치구,승차총승객수
118000016,대성병원(00047),영등포구,55005
124000468,상일2동주민센터.고덕어반브릿지(00011),강동구,55004
112900260,현대백화점(00017),서대문구,54983
116000633,항동하버라인3단지(00012),구로구,54979
118000577,신풍역6번출구(00039),영등포구,54932
115900103,화곡유치원(00012),강서구,54867
122000754,수서역.로즈데일빌딩(00017),강남구,54833
114000084,목동12.13단지사잇길(00020),양천구,54831
106000061,면목6거리(00011),중랑구,54792
123000617,위례별초등학교.위례스타힐스(00086),송파구,54747
124000418,천동초교삼거리(00028),강동구,54730
120900090,인헌아파트(00008),관악구,54709
102000139,숙명여대정문(00042),용산구,54695
111000234,수색초등학교(00044),은평구,54660
122000260,개포래미안포레스트(00023),강남구,54652
124900075,서울.경기양돈농협(00039),강동구,54580
118000183,대림동우체국(00027),영등포구,54519
119900189,상도2동주민센터(00013),동작구,54495
118900045,영신고등학교(00033),영등포구,54478
117000084,석수역(00002),금천구,54475
116900105,개봉전화국(00003),구로구,54473
120900188,은천아파트(00023),관악구,54462
109000056,창동동아청솔아파트(00003),도봉구,54446
116900306,항동우남퍼스트빌(00014),구로구,54446
121900109,청호나이스(00015),서초구,54439
116900191,구로시장.남구로시장(00022),구로구,54433
120900013,난우초등학교(00009),관악구,54390
113900157,마포프레스티지자이아파트(00021),마포구,54377
103900213,성수사거리(00055),성동구,54330
107900278,정릉4동종점(00001),성북구,54318
118000540,한강아파트(00069),영등포구,54293
115000946,강서세무서(00090),강서구,54290
118000196,산업은행본점(00009),영등포구,54266
109000217,창동고등학교.창북중학교(00040),도봉구,54235
113900281,신촌농협.하나로마트(00015),마포구,54198
116000358,우성아파트(00003),구로구,54193
106000171,신현중학교(00015),중랑구,54189
122000031,서울세관(00038),강남구,54180
119900161,봉천고개현대아파트(00017),동작구,54161
119900122,계령약국(00028),동작구,54133
117900059,빅마켓(00015),금천구,54133
103900088,무학여고(00012),성동구,54109
107000502,월곡아남아파트(00016),성북구,54092
110000282,용동초등학교(00003),노원구,54085
106000131,면목복개천(00058),중랑구,54070
123000273,문정로데오거리입구(00011),송파구,54052
103000167,성수2가3동주민센터(00021),성동구,54019
109000055,자운고등학교앞(00026),도봉구,54005
107000108,석관동코오롱아파트(00058),성북구,53999
118900191,영등포아트자이(00006),영등포구,53990
100900033,효제초교.연동교회.김마리아활동터(00016),종로구,53913
109000193,창3동염광아트빌(00024),도봉구,53909
109000140,둘리뮤지엄.대우이안극동아파트(00016),도봉구,53905
119000112,중앙대중문(00041),동작구,53903
120000184,관악사삼거리(00009),관악구,53901
124900090,성내삼성아파트.공안과(00033),강동구,53889
110900131,청원고등학교후문(00008),노원구,53844
102000196,이촌2동주민센터(00008),용산구,53840
102900043,남산교회입구(00030),용산구,53837
107900104,종암교통정보센터(00002),성북구,53811
123000367,가락래미안앞(00054),송파구,53797
117900099,온누리아파트(00005),금천구,53789
115900134,수명산파크7단지상가(00005),강서구,53774
115000033,한서고등학교.보람아파트(00004),강서구,53760
111000190,불광대호아파트(00057),은평구,53746
120000170,농생대(00009),관악구,53739
110000126,불암현대아파트(00003),노원구,53727
113000178,동교초등학교(00067),마포구,53686
100900192,동대문종합시장(00014),종로구,53676
104900089,중앙상회앞(00003),광진구,53674
120000212,삼양슈퍼(00019),관악구,53671
119900249,동광교회(00010),동작구,53644
109000196,북서울농협창동지점(00009),도봉구,53630
110000267,건영옴니백화점(00005),노원구,53605
119000089,남성초등학교(00024),동작구,53602
111901114,숭실고등학교(00001),은평구,53591
123000681,송파위례리슈빌(00077),송파구,53559
115000624,송정중학교정문(00015),강서구,53548
110000038,청솔아파트(00035),노원구,53534
123000196,마천역.송파파크센트럴(00003),송파구,53514
103000169,마장역(00021),성동구,53437
113900140,서교푸르지오아파트(00020),마포구,53426
120000418,보라매공영주차장(00013),관악구,53371
110000233,광운중.광운인공지능고등학교(00006),노원구,53364
103900053,왕십리자이.신당현대아파트(00004),성동구,53362
108000179,수유사거리(00016),강북구,53356
102900062,청파초등학교(00024),용산구,53325
123000687,풍납백제문화공원(00027),송파구,53309
121900294,서초푸르지오써밋(00017),서초구,53284
121900190,매헌초교(00022),서초구,53283
117900120,독산한신코아.한신아파트(00001),금천구,53272
117000195,남부여성발전센터앞(00016),금천구,53257
122000282,삼성서울병원정문(00020),강남구,53250
110000213,한진한화그랑빌아파트(00007),노원구,53239
111900159,임창빌라(00004),은평구,53229
121900001,방배동래미안타워(00036),서초구,53218
118000206,대림3동주민센터(00022),영등포구,53158
122900083,강남신동아파밀리에(00016),강남구,53084
103900058,논골신협.대림아파트후문(00020),성동구,53046
107900117,꿈의숲대명루첸아파트(00010),성북구,53016
115000062,공항동송정중학교(00025),강서구,53002
110000161,상계중학교(00020),노원구,52984
121900231,예술의전당(00003),서초구,52963
121900064,삼환아파트(00008),서초구,52955
117900048,벽산6단지입구(00017),금천구,52933
124000209,강일초등학교(00002),강동구,52879
101000125,청계8가.영도교(00034),중구,52872
104900012,광장중학교앞(00026),광진구,52865
108000151,북서울꿈의숲서문(00006),강북구,52860
122000279,상록수아파트앞(00002),강남구,52854
115000196,등촌3동5단지아파트.등촌고등학교(00020),강서구,52835
104000117,자양우성아파트앞(00017),광진구,52832
121001334,탑성마을.서초포레스타입구(00040),서초구,52755
120900098,인헌연세약국(00014),관악구,52754
108900035,당진슈퍼(00029),강북구,52714
102000143,한겨레신문사입구(00008),용산구,52682
122000037,선정릉역1번출구.시니어플라자(00052),강남구,52656
113000234,새서울의원(00026),마포구,52554
122900045,LPG가스충전소(00027),강남구,52548
124000427,고덕센트럴.고덕숲아이파크(00012),강동구,52527
116900143,구로3동주민센터.삼성래미안아파트(00033),구로구,52521
115900010,등촌6단지(00040),강서구,52519
110000040,화랑대사거리(00050),노원구,52487
109000075,성대야구장노원교앞(00125),도봉구,52465
107000025,봉국사(00003),성북구,52425
100900179,법련사(00015),종로구,52297
102900080,성도약국(00005),용산구,52282
117900158,남부여성발전센터(00011),금천구,52278
109000150,창4동주민센터(00012),도봉구,52275
115000139,대림경동아파트(00050),강서구,52275
112000426,DMC래미안e-편한세상3단지(00028),서대문구,52272
122000268,광수빌딩(00011),강남구,52254
115900200,우장산월드메르디앙아파트(00018),강서구,52250
108000087,삼양입구사거리(00005),강북구,52249
119900031,밤골터널.상도역롯데캐슬파크엘(00005),동작구,52196
110000268,브라운스톤중계.우리은행앞(00005),노원구,52129
100000414,창덕궁.서울돈화문국악당(00024),종로구,52093
109000025,서울북부지방법원.검찰청.도봉역성황당(00047),도봉구,52074
110000176,청원고등학교(00009),노원구,52058
103900148,삼성래미안아파트(00035),성동구,52012
100000156,청계6가.버들다리(00028),종로구,51933
105000262,청량리한신아파트.청량사입구(00020),동대문구,51919
110000589,경춘선숲길방문자센터(00015),노원구,51897
118900033,인구보건복지협회.제일빌딩(00009),영등포구,51884
116000140,구일우성아파트(00025),구로구,51881
104900133,구의3동주민센터(00011),광진구,51867
118000271,래미안에스티움(00021),영등포구,51865
109000100,연산군정의공주묘(00025),도봉구,51864
120000195,문화관입구(00016),관악구,51812
121000961,청계산입구역(00035),서초구,51807
113000531,한강버스망원선착장(00009),마포구,51791
105000172,동부아동상담소.동국대부속중고(00014),동대문구,51767
100000158,청계8가.영도교(00026),종로구,51739
110900001,수락현대아파트(00001),노원구,51703
113000506,홍대입구역(가상)(00045),마포구,51691
113900178,경성중고.홍익디자인고(00028),마포구,51670
121000042,래미안에스티지(00021),서초구,51639
112900128,홍은초등학교.간호대입구(00026),서대문구,51625
110000076,공연초등학교(00017),노원구,51624
123000021,풍납동씨티극동아파트(00030),송파구,51614
121900018,유경약국(00003),서초구,51610
122000524,도곡2동주민센터대치중학교(00016),강남구,51599
113000096,성미약수터(00025),마포구,51598
105000142,답십리2동한양아파트앞(00029),동대문구,51596
121001341,영동1교교차로(00050),서초구,51588
101000151,신당동대우푸르지오.금호여중(00075),중구,51557
108000060,강북경찰서입구(00015),강북구,51504
103900110,서울숲푸르지오아파트정문(00027),성동구,51437
120900107,난곡사거리(00017),관악구,51435
115000313,마곡엠밸리14단지아파트(00052),강서구,51370
102000117,한남시범아파트(00058),용산구,51361
120000447,보성운수차고지맞은편(00002),관악구,51347
113000442,가좌행복주택.건영월드컵아파트(00053),마포구,51335
102900079,가야랑앞(00003),용산구,51324
113900192,동교로사거리(00033),마포구,51274
100000355,평창동삼성아파트(00039),종로구,51254
118900003,현대2.3차아파트(00001),영등포구,51192
105000051,이문동삼익아파트(00056),동대문구,51177
121900149,카페골목입구(00031),서초구,51128
105000138,답십리종합상가(00077),동대문구,51101
121900298,일동제약(00012),서초구,51101
116900123,구로주공.구일우성APT(00010),구로구,51089
119900101,중앙대정문(00017),동작구,51084
110000231,신도브래뉴.한전노원변전소(00003),노원구,50983
112000034,세브란스병원(00061),서대문구,50938
116900051,서해그랑블아파트.금강수목원아파트후문(00008),구로구,50929
108900234,가오리(00013),강북구,50905
115000141,가양2동강변아파트(00049),강서구,50892
108000031,서울영어마을수유캠프국립재활원입구(00004),강북구,50887
103000144,경일초등학교앞(00013),성동구,50839
111000192,불광1치안센터.독바위역(00059),은평구,50817
121000089,진흥아파트(00019),서초구,50816
123000236,문정래미안현대아파트앞(00051),송파구,50810
118900056,영일시장.록스(00017),영등포구,50799
106900016,공판장(00003),중랑구,50770
123000264,가락극동아파트정문(00015),송파구,50769
112900177,경남아파트.북아현119안전센터(00005),서대문구,50742
117900018,한진택배(00025),금천구,50737
116000639,항동하버라인4단지(00015),구로구,50697
122900104,한신휴플러스6단지(00005),강남구,50689
112900203,평화슈퍼(00002),서대문구,50665
102000167,용산세무서(00078),용산구,50655
121000046,서초2동주민센터서이초등학교(00007),서초구,50653
114000218,신정숲속마을아파트.댓골마을입구(00002),양천구,50631
107000117,돌곶이역2번출구(00011),성북구,50614
101000115,남산케이블카.남산산책로입구(00007),중구,50582
108900209,수유1동주민센터.파출소(00019),강북구,50568
101000107,청구역2번출구(00077),중구,50560
106000322,성은교회앞(00030),중랑구,50560
121000979,반포자이아파트(00005),서초구,50547
122000703,도곡한신아파트(00007),강남구,50544
124000269,천호초교입구사거리(00047),강동구,50524
113900109,염리초등학교(00014),마포구,50517
115000644,마곡엠밸리7단지(712동)(00036),강서구,50510
118000171,서울지방병무청(00042),영등포구,50481
115000173,양천향교역8번출구.양천초교(00005),강서구,50411
111900094,구산근린공원.GS편의점(00003),은평구,50410
111900023,우리들약국(00027),은평구,50410
100000157,청계7가.맑은내다리(00027),종로구,50382
120900152,군인아파트(00027),관악구,50372
105000143,동답한신.대림아파트동대문체육관(00048),동대문구,50322
105000095,용두시장앞(00014),동대문구,50306
113900151,서강수협.신수중학교(00021),마포구,50284
113000100,경성중고.홍대부속여중고입구(00024),마포구,50268
109000194,한승미메이드아파트(00007),도봉구,50218
102000075,후암약수터(00039),용산구,50202
124900080,약국앞(00049),강동구,50195
114900047,목2동주민센터(00032),양천구,50147
110000274,중계건영2차아파트(00034),노원구,50138
101000120,청계2가.삼일교(00079),중구,50135
102000042,용산전자상가.전자랜드(00038),용산구,50127
116000624,원각사입구(00030),구로구,50078
119900030,대림아파트후문.성남중.고교(00006),동작구,50042
112000195,봉원동사거리(00003),서대문구,49969
104000009,군자교(00046),광진구,49966
106000264,금란교회(00009),중랑구,49965
107900331,돈암코오롱하늘채아파트(00006),성북구,49961
119000038,흑석동한강현대아파트(00031),동작구,49952
103900078,응봉초등학교.대림아파트(00009),성동구,49927
115000142,가양6단지아파트(00048),강서구,49913
123000360,송파파인타운8단지.9단지(00003),송파구,49901
113900210,월드컵경기장역(00046),마포구,49886
113900145,한국출판콘텐츠센터(00020),마포구,49884
120900159,서울대후문.연구공원(00011),관악구,49843
106000196,구립도서관체육관(00021),중랑구,49785
111000275,연신초등학교.연신내성당(00010),은평구,49760
124900097,둔촌청구아파트(00030),강동구,49758
104900051,새마을금고.브레드제과점(00004),광진구,49737
111000107,은평노인종합복지관.신도중학교(00055),은평구,49723
108900074,한일아파트후문(00019),강북구,49659
113000065,중동초등학교(00027),마포구,49636
111001112,진관공영차고지(00001),은평구,49607
116000631,항동복합행정센터(00015),구로구,49590
113900083,마포현대아파트(00010),마포구,49570
104900112,국민은행자양지점(00012),광진구,49560
114000054,목동5.6단지사잇길.경인초교(00033),양천구,49552
115900036,볏골어린이공원(00009),강서구,49546
104900099,구의아크로리버앞(00018),광진구,49542
122000232,개현초등학교(00012),강남구,49541
119000137,상도3차삼성래미안후문(00034),동작구,49538
123000193,마천2동주민센터.송파롯데캐슬(00008),송파구,49495
100900092,아름다운가게.정독도서관(00001),종로구,49486
116900016,건강약국(00011),구로구,49478
119900083,사당역10번출구(00001),동작구,49457
116900259,삼덕마을입구(00003),구로구,49449
117000127,진도아파트(00019),금천구,49436
102000198,이촌2동대림아파트.새남터성지(00007),용산구,49423
104000037,면곡시장앞(00088),광진구,49395
113000182,월드컵경기장북측(00010),마포구,49329
116900151,구로디지털단지입구(00026),구로구,49276
105900054,삼육서울병원(00013),동대문구,49254
120900145,광신고등학교.주공1단지(00030),관악구,49140
115000058,강서면허시험장.메이필드호텔(00004),강서구,49105
109900165,서울외국어고등학교(00035),도봉구,49102
103900098,도선동사거리(00022),성동구,49098
111900060,불광중학교(00002),은평구,49069
123000635,오금역3번출구(00084),송파구,49050
117900216,SG세계물산(00032),금천구,49037
109000051,방학1동대상타운현대삼성아파트(00129),도봉구,48984
124000416,천일중.구강사(00047),강동구,48982
123000031,토성초등학교.현대리버빌아파트(00059),송파구,48918
107900012,나약국(00003),성북구,48918
124000414,천일초교사거리(00030),강동구,48914
116900006,유한공고.성공회대앞(00007),구로구,48913
104000039,용곡삼거리(00034),광진구,48888
100900093,쌍용아파트입구.창신역(00008),종로구,48857
113900144,홍대정문(00021),마포구,48839
124000465,강동리엔파크11단지(00010),강동구,48833
120900061,두산아파트입구(00003),관악구,48826
108900002,보람빌딩(00015),강북구,48817
111000136,갈현1동주민센터(00006),은평구,48754
100900221,학생회관(00002),종로구,48754
110000218,월계미륭아파트(00015),노원구,48753
110000226,월계사슴아파트3단지(00003),노원구,48751
124000100,보훈회관(00087),강동구,48721
124000090,보훈병원(00086),강동구,48711
121900026,국제전자센터(00004),서초구,48701
105000170,휘경2동주민센터(00009),동대문구,48701
107900083,장위3동주민센터(00008),성북구,48682
122000284,일원역7번출구(00054),강남구,48656
119000114,신대방역(00024),동작구,48606
120000211,제일성도교회(00020),관악구,48575
120000137,관악드림타운115동(00003),관악구,48562
121000232,양재119안전센터앞(00014),서초구,48549
113000149,용강동주민센터(00029),마포구,48527
110000172,상계주공14단지(00021),노원구,48519
105000216,이문동쌍용아파트(00005),동대문구,48497
123000610,잠실4동주민센터.파크리오B상가(00037),송파구,48492
106000155,용마산교차로(00031),중랑구,48484
115900124,화곡중.고등학교(00014),강서구,48465
123000279,가락쌍용2차아파트(00013),송파구,48442
107000112,장곡초교앞(00034),성북구,48401
114000174,신정1동우체국(00044),양천구,48394
120900026,성현동주민센터(00007),관악구,48375
118000312,도림초교사거리(00013),영등포구,48318
124900021,둔촌고앞(00020),강동구,48297
108000126,우광타운(00029),강북구,48282
108000120,강북구청사거리(00004),강북구,48275
101000111,백범광장(00011),중구,48274
117000910,금빛공원앞(00044),금천구,48225
115900079,거성빌라(00005),강서구,48222
104000248,면곡시장(00003),광진구,48219
112900051,문화촌현대아파트입구(00015),서대문구,48212
121000188,방배동고개(00041),서초구,48206
111000187,갈현동미미아파트(00010),은평구,48200
107900246,한신113동앞(00001),성북구,48112
124000420,동아하이빌(00029),강동구,48109
102900045,신흥교회앞(00028),용산구,48107
120000235,난곡공영차고지(00022),관악구,48090
118000607,대영중학교.신길센트럴아이파크(00014),영등포구,48051
106000232,망우동금호어울림아파트(00061),중랑구,48047
111900118,신비로마트(00007),은평구,48044
119900229,장성교회(00022),동작구,48028
121000294,형촌마을입구(서초네이처힐1.2단지)(00049),서초구,48015
115000064,국립항공박물관.공항동천주교회(00005),강서구,48010
113900137,서교동주민센터(00018),마포구,48009
109000210,창5동현대1차아파트(00018),도봉구,47990
122000320,래미안포레아파트(00017),강남구,47979
117900029,가산동주민센터.금천글로벌센터(00021),금천구,47938
116000104,수궁119안전센터(00010),구로구,47893
114000238,양원초교.광영여고(00027),양천구,47856
118900185,대림1동주민센터(00031),영등포구,47828
102900091,리버힐삼성아파트후문(00002),용산구,47820
100900066,종로4가.종묘공원(00005),종로구,47811
115000107,신월초등학교(00028),강서구,47803
117900049,독산고개입구(00018),금천구,47798
113000063,도화동현대아파트(00035),마포구,47789
117900126,금빛공원(00009),금천구,47787
103900079,옥수삼성아파트(00012),성동구,47768
120000068,산장아파트(00008),관악구,47755
111000167,역촌오거리(00016),은평구,47725
121900213,한신2차후문(00018),서초구,47714
103900138,두산아파트115동(00009),성동구,47649
114000039,월촌초등학교.우성아파트(00028),양천구,47648
121000197,현대빌라.에코나우(00018),서초구,47638
119900002,상도은빛어르신복지관.터널경로당(00009),동작구,47633
110900047,석계역(00021),노원구,47620
119000139,상도1동주민센터.상도3차래미안(00032),동작구,47559
103900142,대우아파트관리실(00001),성동구,47518
111900122,구산전철역(00008),은평구,47506
113000156,성산초등학교입구(00050),마포구,47500
111900044,서강스카이빌(00025),은평구,47496
124900011,아남.대우아파트(00027),강동구,47470
119900084,아카데미타워(00020),동작구,47421
108000154,경남아너스빌.꿈의숲해링턴아파트(00020),강북구,47329
106900010,중랑초교정문.면목2동치안센터(00012),중랑구,47326
102000168,용산세무서(00032),용산구,47289
118900058,인구보건복지협회.호텔아벤트리(00017),영등포구,47277
120000162,조원힐스테이트뉴포레아파트(00014),관악구,47197
124000110,강동농협(00049),강동구,47166
124900118,9호선중앙보훈병원역1번출구(00023),강동구,47139
119900231,신동아상가(00011),동작구,47114
103000183,성수동차고지(00001),성동구,47108
102000152,중앙하이츠빌라앞(00037),용산구,47094
116000233,구로보건소.금호새솔아파트(00004),구로구,47013
111000944,녹번센트레빌아파트(00025),은평구,47011
112900049,벽산아파트후문(00004),서대문구,46967
121000074,상문고교(00053),서초구,46947
118000204,문래우체국.문래예술공단(00007),영등포구,46934
112900018,삼성그린빌(00020),서대문구,46928
121900121,신사역(00015),서초구,46922
121900123,서초역2번출구(00017),서초구,46915
114000239,국민은행신월동지점(00025),양천구,46907
117000077,문일고입구(00005),금천구,46900
111900084,엔에스아파트(00005),은평구,46896
110900009,마들역(00003),노원구,46867
100900152,상명대입구(00025),종로구,46848
122000717,고속철도수서역(00073),강남구,46841
102000148,효창공원역(00012),용산구,46780
113000410,월드컵공원입구.문화비축기지(00006),마포구,46763
100900126,대신중고(00021),종로구,46752
118900178,신길중앙새마을금고신길4동지점(00010),영등포구,46744
121900197,언남중고교(00021),서초구,46729
124000367,강일역.고덕리엔파크3단지.2단지(00046),강동구,46726
108900007,번3동주민센터(00045),강북구,46723
117900100,독산주공14단지(00004),금천구,46722
111000195,불광중학교(00062),은평구,46721
124000169,강동구청(00012),강동구,46662
111000242,미성아파트앞(00009),은평구,46639
116900216,신도림미성아파트(00007),구로구,46636
121000062,서울중앙지방검찰청대검찰청(00036),서초구,46619
124000036,고덕그라시움(00061),강동구,46613
106000165,이화연립경동제일교회앞(00013),중랑구,46590
108000196,화계사입구.종점(00001),강북구,46574
106000109,면목동금호어울림아파트(00027),중랑구,46568
109900014,삼환.동아에코빌아파트(00037),도봉구,46552
119900129,삼성래미안아파트(00023),동작구,46541
122000274,개포지구대(00021),강남구,46529
102000112,남영동주민센터(00056),용산구,46518
115000201,등촌3동대림아파트(00045),강서구,46514
112000142,서대문구보훈회관(00029),서대문구,46496
108900235,가오리(00024),강북구,46456
116000100,온수동새마을금고(00013),구로구,46369
114000201,정랑고개.양천벤처타운(00026),양천구,46365
116900313,지타워.G밸리산업박물관(00022),구로구,46350
113000166,미원아파트입구(00012),마포구,46344
112900066,홍은초등학교.간호대입구(00007),서대문구,46337
111900038,응암시장입구(00017),은평구,46332
100900217,종로1.2.3.4가동주민센터(00007),종로구,46331
106000443,용마산빌라(00035),중랑구,46313
116900285,신도림역.아이파크아파트(00004),구로구,46300
120900184,인헌초등학교(00003),관악구,46281
121900237,청호나이스(00036),서초구,46272
117900028,벽산디지털밸리6차(00021),금천구,46265
121000199,우성아파트.양재초등학교(00019),서초구,46249
110900058,삼창아파트(00018),노원구,46225
114000103,봉영여중.목동고(00044),양천구,46164
109000407,녹천역(00034),도봉구,46161
112900236,홍은유원아파트입구(00003),서대문구,46148
103900299,경동초등학교입구(00001),성동구,46137
108900094,번동삼거리(00014),강북구,46136
120900204,난곡사거리(00021),관악구,46135
115900013,등촌3동성당사거리(00039),강서구,46120
124000477,래미안힐스테이트고덕(00014),강동구,46120
111000056,선정중고등학교(00066),은평구,46082
107900354,꿈의숲대명루첸아파트(00002),성북구,46072
121000258,헌인릉.강남서초과학화예비군훈련장(00027),서초구,46069
121900073,효성빌라(00009),서초구,46040
107000146,삼선교.성북문화원(00063),성북구,46032
103900009,금남시장앞.백범학원터(00037),성동구,46002
104900061,아차산역사거리(00029),광진구,45999
107000227,삼덕단지.성북구립최만린미술관(00019),성북구,45996
123000657,송파레이크파크호반써밋1차정문(00019),송파구,45990
108900199,한양아파트입구.삼덕상운(00039),강북구,45978
113000163,성서초등학교(00016),마포구,45976
119900266,삼성래미안.동작청소년센터(00007),동작구,45920
116900095,동아1차APT105동(00001),구로구,45870
122900109,대청초교삼거리(00028),강남구,45845
111900161,대림e편한세상2단지(00002),은평구,45842
118900097,도림동주민센터(00003),영등포구,45795
122000312,삼일자동차학원.강남자동차검사소(00002),강남구,45784
111900008,현대힐스테이트1차정문(00003),은평구,45714
113000496,가좌역(00011),마포구,45592
119900148,신동아상가(00021),동작구,45557
110000215,한천초등학교(00013),노원구,45550
112000196,봉원사(00001),서대문구,45536
121900233,남부터미널.한일시멘트(00028),서초구,45511
113900195,서교동주민센터(00024),마포구,45483
123000197,비호아파트(00002),송파구,45472
107900046,래미안821동앞(00006),성북구,45415
112900091,차고앞(00005),서대문구,45412
100000154,서울역사박물관(00032),종로구,45381
110000364,벼루말교(00007),노원구,45321
105000195,영휘원사거리.(구)홍릉사거리(00015),동대문구,45316
120000670,서울대학교(00026),관악구,45280
114000195,신안파크아파트후문(00002),양천구,45279
111000342,하나고.삼천사.진관사입구(00034),은평구,45255
111000157,대조시장앞(00014),은평구,45241
107000104,장위사거리(00060),성북구,45192
108000069,수유보건지소(00054),강북구,45179
116900101,국민은행.구로구민회관.구로아트밸리(00003),구로구,45144
107000255,월곡중학교(00001),성북구,45143
116900078,삼환로즈빌아파트(00023),구로구,45139
113000147,래미안웰스트림아파트(00052),마포구,45111
113900223,도화현대1차아파트단지내(00012),마포구,45073
111900063,불광동팀수양관(00001),은평구,45049
123000136,방이시장입구(00077),송파구,45035
116900192,구로주공APT(00020),구로구,44994
112000107,래미안루센티아.DMC쌍용(00021),서대문구,44984
106000487,묵동공감대아파트(00057),중랑구,44981
108900133,동문굿모닝힐(00005),강북구,44919
111000172,영락중학교입구(00026),은평구,44899
106000107,한양수자인사가정파크(00028),중랑구,44880
120000155,봉일시장(00015),관악구,44879
123900038,잠실역.롯데호텔(00010),송파구,44840
110000344,경기기계공업고등학교(00012),노원구,44801
116900005,우성꿈동산.산업인아파트(00015),구로구,44766
102000079,남산체육관(00036),용산구,44727
111900119,응암시장입구(00008),은평구,44665
116900136,구로고.구로도서관(00040),구로구,44660
122000081,청담동성당(00031),강남구,44653
111001110,갈현중앙시장(00007),은평구,44651
113900155,가든호텔.삼성프라자(00032),마포구,44640
121000211,식유촌우면성당.서초호반써밋(00043),서초구,44634
114000048,목동YMCA.서울에너지공사(00016),양천구,44618
122000315,세곡동사거리(00006),강남구,44603
123000655,송파레이크파크호반써밋1차(00018),송파구,44584
124000074,고덕아이파크아파트(00058),강동구,44572
120000197,서울대정문(00018),관악구,44570
111001131,응암2동주민센터(00027),은평구,44541
116000177,서서울생활과학고.궁동도서관(00015),구로구,44541
115900206,우성아파트앞(00024),강서구,44501
105000214,제기동천주교회(00028),동대문구,44476
103000128,사근동주민센터(00041),성동구,44464
109900012,서울문화고등학교(00039),도봉구,44454
121001332,염곡마을.서초50플러스센터(00039),서초구,44433
116900262,오류중학교(00001),구로구,44420
102900031,큰빛의집앞(00008),용산구,44420
117000100,금천평생학습관.독산초등학교(00013),금천구,44383
100000066,벽산평창힐스아파트(00037),종로구,44375
101000149,남산북측순환로입구(00008),중구,44353
122000319,쟁골마을(00015),강남구,44341
119900047,현대아이파크(00003),동작구,44297
116000090,서울가든빌라앞(00006),구로구,44296
101900019,약수시장.남산타운동문(00023),중구,44285
121000078,남부터미널.기쁨병원(00059),서초구,44269
120000424,신사동주민센터.신사시장(00028),관악구,44262
119900310,남성초등학교입구(00002),동작구,44257
116900081,세곡초등학교(00005),구로구,44219
104900041,중곡우체국앞(00009),광진구,44143
118900118,대림1동새마을금고(00016),영등포구,44133
116900137,영림중학교(00039),구로구,44127
113900025,용약국(00002),마포구,44111
120900067,관악로입구(00003),관악구,44056
106000219,면목본동파출소(00032),중랑구,44024
120000443,신림복지관앞(00002),관악구,44006
115000229,제과점앞(00007),강서구,43986
112900174,극동아파트입구(00025),서대문구,43964
111900088,신창슈퍼(00016),은평구,43961
123000145,둔촌오륜역.서문교회(00030),송파구,43935
109000117,쌍문동우이빌라(00005),도봉구,43901
104000014,중곡1동사거리(00084),광진구,43898
120900178,봉천역4번출구(00002),관악구,43896
115900175,화곡유치원(00029),강서구,43863
123000522,석촌호수서호사거리(00046),송파구,43836
110000037,화랑타운아파트(00018),노원구,43793
116900214,대림5차아파트702동(00047),구로구,43750
114900013,신정1동주민센터(00021),양천구,43729
113900118,공덕전철역(00014),마포구,43711
110000375,월계1동경로당(00014),노원구,43692
119900015,백경세탁소(00007),동작구,43687
107000293,국민대후문(00003),성북구,43656
111900073,갈현1동주민센터(00012),은평구,43624
117900044,가산디지털단지역(00031),금천구,43615
124900012,묘곡초교사거리(00026),강동구,43607
123900013,송파현대아파트.가락중학교(00009),송파구,43603
120000218,대학동치안센터(00030),관악구,43597
109900172,창일중학교(00027),도봉구,43586
115900199,내발산복합복지센터(00019),강서구,43564
108000043,우이초등학교후문(00003),강북구,43561
124000070,강덕초등학교.고덕그라시움(00069),강동구,43547
118900042,태양의집.썬프라자(00032),영등포구,43538
116000153,남구로역2번출구(00019),구로구,43527
115000167,서울서진학교(00012),강서구,43509
121900232,신중초등학교(00004),서초구,43478
121000178,방배그랑자이아파트(00055),서초구,43472
103000048,금호고등학교(00072),성동구,43435
103900101,신금호역(00019),성동구,43387
117900224,RSM타워.르노코리아서부사업소(00011),금천구,43281
116900249,천왕이펜하우스5단지입구(00001),구로구,43246
114000222,신월시영아파트.강월초등학교(00011),양천구,43217
110000399,7단지영업소(00001),노원구,43184
110900002,서울특별시북부기술교육원(00001),노원구,43176
102900020,문배어린이공원(00015),용산구,43158
115000067,방화중학교(00004),강서구,43157
111000347,아이파크709동앞(00024),은평구,43157
110000693,서울과학기술대학교후문(00047),노원구,43138
120900115,난곡사거리(00010),관악구,43120
103900269,왕십리KCC스위첸아파트(00001),성동구,43117
121900251,경부고속터미널(00010),서초구,43111
107900253,한신108동앞(00006),성북구,43096
113900268,경성중고사거리(00015),마포구,43045
122900100,암센터후문.장례식장(00006),강남구,43034
100900205,동묘앞역8번출구(00012),종로구,43033
110900111,하계역(00018),노원구,43016
121000182,대항병원(00028),서초구,43008
113900234,광흥창역.서강동주민센터(00022),마포구,42974
105000180,장안치안센터(00086),동대문구,42971
119000290,노들역앞(00027),동작구,42967
104900036,성안약국(00009),광진구,42966
123000030,풍납토성서성벽(00048),송파구,42958
124900106,둔촌푸르지오아파트사거리(00019),강동구,42948
122900043,동영문화센터(00033),강남구,42947
