NODE_ID,정류소명,역명,자치구,버스노선수,CARALC_합계,avg_caralc,평균배차간격,승차총승객수,X좌표,Y좌표,노선목록
107000058,성가복지병원,성가복지병원(00020),성북구,9,99.0,11.0,5.5,532747.0,127.0311378827,37.6058827177,"148, 1112, 121, 144, 141, 130, 101, 1128, 111"
123000630,위례포레샤인.위례31단지후문,위례포레샤인.위례31단지후문(00011),송파구,9,296.0,32.888888888888886,16.444444444444443,375133.0,127.133969,37.474853,"6600, 345, 3420, 343, 440, 333, 3313, 3217, N73"
123000631,위례31단지.위례포레샤인후문,위례31단지.위례포레샤인후문(00002),송파구,9,296.0,32.888888888888886,16.444444444444443,85749.0,127.1337369645,37.474649928,"3313, 3217, N73, 6600, 343, 345, 3420, 440, 333"
117000013,시흥유통센터,시흥유통센터(00021),금천구,9,116.0,12.88888888888889,6.444444444444445,440622.0,126.903622,37.44019,"500, 6004, 5618, 5713, 5625, 5626, 5530, 5531, 5623"
101000147,신당파인힐하나유보라,신당파인힐하나유보라(00040),중구,9,115.0,12.77777777777778,6.38888888888889,290636.0,127.0248560363,37.5649809794,"2014, 2015, N62, 2012, 463, 147, 202, 241, N73"
121000194,양재역.양재1동민원분소,양재역.양재1동민원분소(00019),서초구,9,109.0,12.11111111111111,6.055555555555555,649207.0,127.0374188123,37.484769125,"4433, 4319, 4435, 641, 3420, 406, 402, 4312, N37"
103000090,영동대교북단,영동대교북단(00054),성동구,9,105.0,11.666666666666666,5.833333333333333,674495.0,127.060742,37.536945,"2413, 242, 2416, 3217, 240, 4212, 8146, 146, N61"
119000074,봉현초등학교,봉현초등학교(00048),동작구,9,88.0,9.77777777777778,4.88888888888889,260621.0,126.956215,37.491679,"동작13, 641, 750B, 750A, 650, 5511, 501, 5517, 506"
119000093,신대방삼거리,신대방삼거리(00030),동작구,9,104.0,11.555555555555555,5.777777777777778,695444.0,126.9278411369,37.4977748671,"8561, 6516, 6515, 6514, 5516, 152, N15, 504, 461"
122000231,개포1동주민센터.개포고등학교,개포1동주민센터.개포고등학교(00006),강남구,9,96.0,10.666666666666666,5.333333333333333,159272.0,127.059951,37.483066,"강남05, 강남10, 4433, 2413, 3414, 4432, 8641, 3426, 472"
122000234,개포파크빌리지,개포파크빌리지(00003),강남구,9,109.0,12.11111111111111,6.055555555555555,212366.0,127.057772,37.477328,"강남05, 4435, 406, 2413, 3414, 141, 8641, N64"
122000235,구룡초교사거리,구룡초교사거리(00005),강남구,9,109.0,12.11111111111111,6.055555555555555,296391.0,127.0542007012,37.4809034856,"4435, 406, 강남05, 2413, 3414, 141, 8641, N64"
122000248,개포동역7번출구.개포시장,개포동역7번출구.개포시장(00002),강남구,9,94.0,10.444444444444445,5.222222222222222,381834.0,127.066165,37.488648,"4433, 강남05, 강남10, 143, 4425, 3011, 420, 402, 461"
122000249,개포주공5단지경기여고,개포주공5단지경기여고(00021),강남구,9,94.0,10.444444444444445,5.222222222222222,432568.0,127.0674711689,37.4867075784,"420, 강남10, 강남05, 461, 402, 3011, 4433, 4425, 143"
